AÑO,MUNICIPIO,TIPO DE EXPLOTACION,PRODUCCION POR VACA (LITROS/DIA),VACAS PARA ORDEÑO,TOTAL LITROS/DÍA
2017,ALMEIDA,LECHERIA ESPECIALIZADA,,,0
2017,ALMEIDA,LECHERIA TRADICIONAL,6,110,660
2017,ALMEIDA,DOBLE PROPOSITO,4,495,1980
2017,AQUITANIA,LECHERIA ESPECIALIZADA,,,0
2017,AQUITANIA,LECHERIA TRADICIONAL,,,0
2017,AQUITANIA,DOBLE PROPOSITO,6,4229,25374
2017,ARCABUCO,LECHERIA ESPECIALIZADA,12,480,5760
2017,ARCABUCO,LECHERIA TRADICIONAL,8,610,4880
2017,ARCABUCO,DOBLE PROPOSITO,10,1340,13400
2017,BELEN,LECHERIA ESPECIALIZADA,15,1800,27000
2017,BELEN,LECHERIA TRADICIONAL,6,1100,6600
2017,BELEN,DOBLE PROPOSITO,10,3000,30000
2017,BERBEO,LECHERIA ESPECIALIZADA,,,0
2017,BERBEO,LECHERIA TRADICIONAL,4,95,380
2017,BERBEO,DOBLE PROPOSITO,5,60,300
2017,BETEITIVA,LECHERIA ESPECIALIZADA,,,0
2017,BETEITIVA,LECHERIA TRADICIONAL,,,0
2017,BETEITIVA,DOBLE PROPOSITO,4,1200,4200
2017,BOAVITA,LECHERIA ESPECIALIZADA,8,100,800
2017,BOAVITA,LECHERIA TRADICIONAL,4,280,1120
2017,BOAVITA,DOBLE PROPOSITO,6,450,2700
2017,BOYACA,LECHERIA ESPECIALIZADA,10,23,230
2017,BOYACA,LECHERIA TRADICIONAL,,,0
2017,BOYACA,DOBLE PROPOSITO,5,800,4000
2017,BRICEÑO,LECHERIA ESPECIALIZADA,6,280,1680
2017,BRICEÑO,LECHERIA TRADICIONAL,4,180,720
2017,BRICEÑO,DOBLE PROPOSITO,3,150,450
2017,BUENAVISTA,LECHERIA ESPECIALIZADA,9,180,1620
2017,BUENAVISTA,LECHERIA TRADICIONAL,6,550,3300
2017,BUENAVISTA,DOBLE PROPOSITO,7,700,4900
2017,BUSBANZA,LECHERIA ESPECIALIZADA,,,0
2017,BUSBANZA,LECHERIA TRADICIONAL,,,0
2017,BUSBANZA,DOBLE PROPOSITO,4,94,376
2017,CALDAS,LECHERIA ESPECIALIZADA,8,200,1600
2017,CALDAS,LECHERIA TRADICIONAL,4,900,3600
2017,CALDAS,DOBLE PROPOSITO,4,400,1600
2017,CAMPOHERMOSO,LECHERIA ESPECIALIZADA,,,0
2017,CAMPOHERMOSO,LECHERIA TRADICIONAL,,,0
2017,CAMPOHERMOSO,DOBLE PROPOSITO,4,1715,6860
2017,CERINZA,LECHERIA ESPECIALIZADA,12,363,4356
2017,CERINZA,LECHERIA TRADICIONAL,,,0
2017,CERINZA,DOBLE PROPOSITO,5,1452,7260
2017,CHINAVITA,LECHERIA ESPECIALIZADA,,,0
2017,CHINAVITA,LECHERIA TRADICIONAL,8,1687,13496
2017,CHINAVITA,DOBLE PROPOSITO,10,198,1980
2017,CHIQUINQUIRA,LECHERIA ESPECIALIZADA,15,8600,129000
2017,CHIQUINQUIRA,LECHERIA TRADICIONAL,,,0
2017,CHIQUINQUIRA,DOBLE PROPOSITO,5,2500,12500
2017,CHIQUIZA,LECHERIA ESPECIALIZADA,7,300,2100
2017,CHIQUIZA,LECHERIA TRADICIONAL,4,800,3200
2017,CHIQUIZA,DOBLE PROPOSITO,5,100,500
2017,CHISCAS,LECHERIA ESPECIALIZADA,,,0
2017,CHISCAS,LECHERIA TRADICIONAL,6,56,336
2017,CHISCAS,DOBLE PROPOSITO,8,650,5200
2017,CHITA,LECHERIA ESPECIALIZADA,,,0
2017,CHITA,LECHERIA TRADICIONAL,5,855,4275
2017,CHITA,DOBLE PROPOSITO,6,500,3000
2017,CHITARAQUE,LECHERIA ESPECIALIZADA,,,0
2017,CHITARAQUE,LECHERIA TRADICIONAL,3,200,600
2017,CHITARAQUE,DOBLE PROPOSITO,,,0
2017,CHIVATA,LECHERIA ESPECIALIZADA,8,85,680
2017,CHIVATA,LECHERIA TRADICIONAL,4,300,1200
2017,CHIVATA,DOBLE PROPOSITO,6,500,3000
2017,CHIVOR,LECHERIA ESPECIALIZADA,,,0
2017,CHIVOR,LECHERIA TRADICIONAL,6,170,1020
2017,CHIVOR,DOBLE PROPOSITO,5,200,1000
2017,CIENEGA,LECHERIA ESPECIALIZADA,12,200,2400
2017,CIENEGA,LECHERIA TRADICIONAL,6,1350,8100
2017,CIENEGA,DOBLE PROPOSITO,10,850,8500
2017,COMBITA,LECHERIA ESPECIALIZADA,12,200,2400
2017,COMBITA,LECHERIA TRADICIONAL,8,3500,28000
2017,COMBITA,DOBLE PROPOSITO,10,1000,10000
2017,COPER,LECHERIA ESPECIALIZADA,8,120,960
2017,COPER,LECHERIA TRADICIONAL,4,500,2000
2017,COPER,DOBLE PROPOSITO,3,300,900
2017,CORRALES,LECHERIA ESPECIALIZADA,8,40,320
2017,CORRALES,LECHERIA TRADICIONAL,6,100,600
2017,CORRALES,DOBLE PROPOSITO,7,104,728
2017,COVARACHIA,LECHERIA ESPECIALIZADA,,,0
2017,COVARACHIA,LECHERIA TRADICIONAL,3,450,1350
2017,COVARACHIA,DOBLE PROPOSITO,2,150,300
2017,CUBARA,LECHERIA ESPECIALIZADA,,,0
2017,CUBARA,LECHERIA TRADICIONAL,4,1600,6400
2017,CUBARA,DOBLE PROPOSITO,7,2000,14000
2017,CUCAITA,LECHERIA ESPECIALIZADA,8,50,400
2017,CUCAITA,LECHERIA TRADICIONAL,4,400,1600
2017,CUCAITA,DOBLE PROPOSITO,3,200,600
2017,CUITIVA,LECHERIA ESPECIALIZADA,,,0
2017,CUITIVA,LECHERIA TRADICIONAL,10,50,500
2017,CUITIVA,DOBLE PROPOSITO,8,103,824
2017,DUITAMA,LECHERIA ESPECIALIZADA,12,2400,28800
2017,DUITAMA,LECHERIA TRADICIONAL,3,900,2700
2017,DUITAMA,DOBLE PROPOSITO,6,2300,13800
2017,EL COCUY,LECHERIA ESPECIALIZADA,,,0
2017,EL COCUY,LECHERIA TRADICIONAL,,,0
2017,EL COCUY,DOBLE PROPOSITO,6,2500,15000
2017,EL ESPINO,LECHERIA ESPECIALIZADA,,,0
2017,EL ESPINO,LECHERIA TRADICIONAL,,,0
2017,EL ESPINO,DOBLE PROPOSITO,6,1050,6300
2017,FIRAVITOBA,LECHERIA ESPECIALIZADA,15,1230,18450
2017,FIRAVITOBA,LECHERIA TRADICIONAL,8,600,4800
2017,FIRAVITOBA,DOBLE PROPOSITO,12,100,1200
2017,FLORESTA,LECHERIA ESPECIALIZADA,,,0
2017,FLORESTA,LECHERIA TRADICIONAL,4,1300,5720
2017,FLORESTA,DOBLE PROPOSITO,,,0
2017,GACHANTIVA,LECHERIA ESPECIALIZADA,,,0
2017,GACHANTIVA,LECHERIA TRADICIONAL,4,560,2240
2017,GACHANTIVA,DOBLE PROPOSITO,4,560,1960
2017,GAMEZA,LECHERIA ESPECIALIZADA,,,0
2017,GAMEZA,LECHERIA TRADICIONAL,,,0
2017,GAMEZA,DOBLE PROPOSITO,6,1250,7500
2017,GARAGOA,LECHERIA ESPECIALIZADA,,,0
2017,GARAGOA,LECHERIA TRADICIONAL,7,799,5593
2017,GARAGOA,DOBLE PROPOSITO,5,3194,15970
2017,GUACAMAYAS,LECHERIA ESPECIALIZADA,,,0
2017,GUACAMAYAS,LECHERIA TRADICIONAL,5,180,900
2017,GUACAMAYAS,DOBLE PROPOSITO,3,400,1200
2017,GUATEQUE,LECHERIA ESPECIALIZADA,8,30,240
2017,GUATEQUE,LECHERIA TRADICIONAL,5,70,350
2017,GUATEQUE,DOBLE PROPOSITO,6,260,1560
2017,GUAYATA,LECHERIA ESPECIALIZADA,,,0
2017,GUAYATA,LECHERIA TRADICIONAL,5,565,2825
2017,GUAYATA,DOBLE PROPOSITO,6,170,1020
2017,GUICAN,LECHERIA ESPECIALIZADA,8,184,1472
2017,GUICAN,LECHERIA TRADICIONAL,5,681,3405
2017,GUICAN,DOBLE PROPOSITO,6,621,3726
2017,IZA,LECHERIA ESPECIALIZADA,15,750,11250
2017,IZA,LECHERIA TRADICIONAL,10,110,1100
2017,IZA,DOBLE PROPOSITO,8,350,2800
2017,JENESANO,LECHERIA ESPECIALIZADA,10,262,2620
2017,JENESANO,LECHERIA TRADICIONAL,6,262,1572
2017,JENESANO,DOBLE PROPOSITO,8,1050,8400
2017,JERICO,LECHERIA ESPECIALIZADA,,,0
2017,JERICO,LECHERIA TRADICIONAL,5,400,2000
2017,JERICO,DOBLE PROPOSITO,6,600,3600
2017,LA CAPILLA,LECHERIA ESPECIALIZADA,,,0
2017,LA CAPILLA,LECHERIA TRADICIONAL,,,0
2017,LA CAPILLA,DOBLE PROPOSITO,5,750,3750
2017,LA UVITA,LECHERIA ESPECIALIZADA,,,0
2017,LA UVITA,LECHERIA TRADICIONAL,7,730,5110
2017,LA UVITA,DOBLE PROPOSITO,8,1850,14800
2017,LA VICTORIA,LECHERIA ESPECIALIZADA,,,0
2017,LA VICTORIA,LECHERIA TRADICIONAL,3,170,510
2017,LA VICTORIA,DOBLE PROPOSITO,3,30,90
2017,LABRANZAGRANDE,LECHERIA ESPECIALIZADA,,,0
2017,LABRANZAGRANDE,LECHERIA TRADICIONAL,,,0
2017,LABRANZAGRANDE,DOBLE PROPOSITO,5,1100,5500
2017,MACANAL,LECHERIA ESPECIALIZADA,,,0
2017,MACANAL,LECHERIA TRADICIONAL,,,0
2017,MACANAL,DOBLE PROPOSITO,4,2843,11372
2017,MARIPI,LECHERIA ESPECIALIZADA,10,180,1800
2017,MARIPI,LECHERIA TRADICIONAL,4,550,2200
2017,MARIPI,DOBLE PROPOSITO,7,680,4760
2017,MIRAFLORES,LECHERIA ESPECIALIZADA,10,50,500
2017,MIRAFLORES,LECHERIA TRADICIONAL,4,2800,11200
2017,MIRAFLORES,DOBLE PROPOSITO,6,1468,8808
2017,MONGUA,LECHERIA ESPECIALIZADA,,,0
2017,MONGUA,LECHERIA TRADICIONAL,6,450,2700
2017,MONGUA,DOBLE PROPOSITO,7,640,4480
2017,MONGUI,LECHERIA ESPECIALIZADA,,,0
2017,MONGUI,LECHERIA TRADICIONAL,,,0
2017,MONGUI,DOBLE PROPOSITO,10,1400,14000
2017,MONIQUIRA,LECHERIA ESPECIALIZADA,12,620,7440
2017,MONIQUIRA,LECHERIA TRADICIONAL,4,3000,12000
2017,MONIQUIRA,DOBLE PROPOSITO,10,300,3000
2017,MOTAVITA,LECHERIA ESPECIALIZADA,10,200,2000
2017,MOTAVITA,LECHERIA TRADICIONAL,5,250,1125
2017,MOTAVITA,DOBLE PROPOSITO,7,1350,9450
2017,MUZO,LECHERIA ESPECIALIZADA,10,400,4000
2017,MUZO,LECHERIA TRADICIONAL,5,750,3750
2017,MUZO,DOBLE PROPOSITO,7,904,6328
2017,NOBSA,LECHERIA ESPECIALIZADA,,,0
2017,NOBSA,LECHERIA TRADICIONAL,4,820,3280
2017,NOBSA,DOBLE PROPOSITO,,,0
2017,NUEVO COLON,LECHERIA ESPECIALIZADA,,,0
2017,NUEVO COLON,LECHERIA TRADICIONAL,,,0
2017,NUEVO COLON,DOBLE PROPOSITO,6,120,720
2017,OICATA,LECHERIA ESPECIALIZADA,12,1250,15000
2017,OICATA,LECHERIA TRADICIONAL,6,1400,8400
2017,OICATA,DOBLE PROPOSITO,7,75,525
